param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,cpu_frequency
60,0.8,210,0.43,0.6,830,FALSE,FALSE,2300
80,0.5,130,0.77,0.6,810,FALSE,TRUE,2300
40,0.9,120,0.42,0.3,700,FALSE,TRUE,2300
80,0.7,220,0.86,0.9,830,TRUE,FALSE,2300
90,0.8,130,0.47,0.7,280,TRUE,TRUE,2300
20,0.6,300,0.71,0.8,570,TRUE,FALSE,2300
60,0.8,220,0.86,0.8,950,FALSE,FALSE,2300
30,0.5,120,0.8,0.4,650,TRUE,FALSE,2300
20,0.5,270,0.32,0.3,920,FALSE,FALSE,2300
80,0.7,220,0.92,0.5,820,TRUE,FALSE,2300
90,0.6,250,0.44,0.3,530,FALSE,FALSE,2300
30,0.9,200,0.45,0.7,930,TRUE,FALSE,2300
60,0.7,230,0.36,0.3,520,TRUE,TRUE,2300
40,0.6,120,0.68,0.6,460,FALSE,TRUE,2300
90,0.9,110,0.9,0.4,700,TRUE,TRUE,2300
10,0.8,140,0.86,0.3,200,TRUE,FALSE,2300
40,0.8,150,0.45,0.3,150,FALSE,TRUE,2300
10,0.6,250,0.57,0.8,780,FALSE,TRUE,2300
60,0.9,220,0.49,0.9,880,FALSE,TRUE,2300
10,0.8,230,0.68,0.5,800,FALSE,FALSE,2300
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,2300
20,0.7,170,0.31,0.3,130,FALSE,FALSE,2300
70,0.7,250,0.64,0.3,710,FALSE,FALSE,2300
50,0.8,260,0.59,0.5,910,FALSE,FALSE,2300
30,0.8,120,1,0.7,230,FALSE,FALSE,2300
20,0.5,270,0.95,0.3,910,TRUE,FALSE,2300
50,0.6,160,1,0.9,950,TRUE,FALSE,2300
80,0.7,270,0.93,0.6,460,FALSE,FALSE,2300
70,0.6,240,0.83,0.8,790,TRUE,TRUE,2300
10,0.7,110,0.46,0.9,430,TRUE,TRUE,2300
10,0.5,190,0.84,0.3,840,TRUE,FALSE,2300
70,0.6,210,0.86,0.6,780,FALSE,TRUE,2300
20,0.7,190,0.38,0.6,300,FALSE,TRUE,2300
20,0.5,190,0.71,0.8,320,TRUE,TRUE,2300
30,0.6,200,0.67,0.4,130,TRUE,TRUE,2300
20,0.9,280,0.52,0.5,710,TRUE,TRUE,2300
30,0.9,200,0.46,0.5,750,TRUE,TRUE,2300
90,0.5,240,0.41,0.7,820,TRUE,FALSE,2300
90,0.5,220,0.75,0.7,670,FALSE,TRUE,2300
60,0.8,290,0.57,0.9,390,FALSE,TRUE,2300
70,0.5,220,0.39,0.6,770,FALSE,TRUE,2300
30,0.5,280,0.44,0.9,940,TRUE,FALSE,2300
90,0.6,100,0.35,0.5,860,TRUE,TRUE,2300
20,0.7,100,0.31,0.8,610,FALSE,FALSE,2300
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,2300
70,0.7,140,0.95,0.9,920,TRUE,FALSE,2300
90,0.9,270,0.44,0.5,810,TRUE,FALSE,2300
80,0.9,300,0.53,0.5,170,FALSE,FALSE,2300
60,0.5,280,0.65,0.8,380,TRUE,FALSE,2300
90,0.8,220,0.59,0.8,930,FALSE,FALSE,2300
100,0.5,270,0.62,0.5,390,TRUE,TRUE,2300
90,0.6,270,0.74,0.9,930,TRUE,TRUE,2300
70,0.7,190,0.59,0.7,410,TRUE,TRUE,2300
80,0.5,220,0.34,0.4,550,TRUE,FALSE,2300
80,0.9,250,0.88,0.7,850,FALSE,TRUE,2300
80,0.9,220,0.54,0.9,260,FALSE,FALSE,2300
50,0.5,300,0.87,0.3,660,FALSE,FALSE,2300
90,0.6,210,0.71,0.3,180,TRUE,FALSE,2300
70,0.8,200,0.49,0.5,310,FALSE,TRUE,2300
100,0.6,300,0.58,0.9,630,FALSE,FALSE,2300
70,0.5,150,0.61,0.4,950,TRUE,FALSE,2300
40,0.9,210,0.56,0.4,280,TRUE,FALSE,2300
100,0.8,280,0.56,0.7,170,FALSE,FALSE,2300
80,0.5,280,0.96,0.5,1000,FALSE,TRUE,2300
20,0.8,210,0.33,0.9,110,TRUE,FALSE,2300
40,0.9,220,0.77,0.8,790,FALSE,FALSE,2300
50,0.7,110,0.54,0.7,140,FALSE,FALSE,2300
30,0.8,240,0.96,0.5,530,TRUE,TRUE,2300
20,0.7,130,0.34,0.4,870,TRUE,FALSE,2300
10,0.6,100,0.52,0.6,200,TRUE,TRUE,2300
70,0.7,130,0.44,0.6,750,TRUE,TRUE,2300
60,0.7,230,0.35,0.4,420,FALSE,TRUE,2300
50,0.7,150,0.69,0.6,700,TRUE,TRUE,2300
10,0.7,280,0.49,0.9,450,FALSE,FALSE,2300
90,0.6,120,0.43,0.8,480,TRUE,TRUE,2300
30,0.6,300,0.44,0.3,140,FALSE,TRUE,2300
80,0.5,100,0.79,0.5,710,FALSE,FALSE,2300
40,0.6,100,0.75,0.3,750,TRUE,TRUE,2300
90,0.6,180,0.65,0.5,110,FALSE,TRUE,2300
60,0.9,260,0.5,0.5,440,TRUE,TRUE,2300
30,0.6,250,0.33,0.9,120,FALSE,TRUE,2300
40,0.9,200,0.81,0.6,190,FALSE,FALSE,2300
50,0.8,210,0.44,0.8,810,TRUE,FALSE,2300
80,0.6,250,0.36,0.5,350,FALSE,FALSE,2300
20,0.8,270,0.87,0.4,510,TRUE,TRUE,2300
40,0.8,200,0.84,0.8,230,FALSE,TRUE,2300
10,0.7,290,0.82,0.6,710,FALSE,TRUE,2300
90,0.8,130,0.85,0.8,320,FALSE,FALSE,2300
70,0.7,210,0.49,0.7,800,FALSE,FALSE,2300
20,0.8,140,0.39,0.9,190,FALSE,TRUE,2300
100,0.5,290,0.52,0.9,960,TRUE,FALSE,2300
80,0.9,160,1,0.8,640,FALSE,FALSE,2300
20,0.7,270,0.86,0.8,320,FALSE,TRUE,2300
10,0.5,200,0.32,0.7,190,FALSE,FALSE,2300
70,0.9,100,0.7,0.9,350,FALSE,FALSE,2300
20,0.6,230,0.93,0.5,190,TRUE,FALSE,2300
50,0.7,210,0.84,0.6,420,TRUE,TRUE,2300
50,0.9,150,0.83,0.9,960,TRUE,TRUE,2300
80,0.9,230,0.48,0.6,510,TRUE,FALSE,2500
50,0.6,150,0.93,0.8,410,TRUE,FALSE,2500
60,0.8,210,0.43,0.6,830,FALSE,FALSE,2500
80,0.5,130,0.77,0.6,810,FALSE,TRUE,2500
40,0.9,120,0.42,0.3,700,FALSE,TRUE,2500
80,0.7,220,0.86,0.9,830,TRUE,FALSE,2500
90,0.8,130,0.47,0.7,280,TRUE,TRUE,2500
20,0.6,300,0.71,0.8,570,TRUE,FALSE,2500
60,0.8,220,0.86,0.8,950,FALSE,FALSE,2500
30,0.5,120,0.8,0.4,650,TRUE,FALSE,2500
20,0.5,270,0.32,0.3,920,FALSE,FALSE,2500
80,0.7,220,0.92,0.5,820,TRUE,FALSE,2500
90,0.6,250,0.44,0.3,530,FALSE,FALSE,2500
30,0.9,200,0.45,0.7,930,TRUE,FALSE,2500
60,0.7,230,0.36,0.3,520,TRUE,TRUE,2500
40,0.6,120,0.68,0.6,460,FALSE,TRUE,2500
90,0.9,110,0.9,0.4,700,TRUE,TRUE,2500
10,0.8,140,0.86,0.3,200,TRUE,FALSE,2500
40,0.8,150,0.45,0.3,150,FALSE,TRUE,2500
10,0.6,250,0.57,0.8,780,FALSE,TRUE,2500
60,0.9,220,0.49,0.9,880,FALSE,TRUE,2500
10,0.8,230,0.68,0.5,800,FALSE,FALSE,2500
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,2500
20,0.7,170,0.31,0.3,130,FALSE,FALSE,2500
70,0.7,250,0.64,0.3,710,FALSE,FALSE,2500
50,0.8,260,0.59,0.5,910,FALSE,FALSE,2500
30,0.8,120,1,0.7,230,FALSE,FALSE,2500
20,0.5,270,0.95,0.3,910,TRUE,FALSE,2500
50,0.6,160,1,0.9,950,TRUE,FALSE,2500
80,0.7,270,0.93,0.6,460,FALSE,FALSE,2500
70,0.6,240,0.83,0.8,790,TRUE,TRUE,2500
10,0.7,110,0.46,0.9,430,TRUE,TRUE,2500
10,0.5,190,0.84,0.3,840,TRUE,FALSE,2500
70,0.6,210,0.86,0.6,780,FALSE,TRUE,2500
20,0.7,190,0.38,0.6,300,FALSE,TRUE,2500
20,0.5,190,0.71,0.8,320,TRUE,TRUE,2500
30,0.6,200,0.67,0.4,130,TRUE,TRUE,2500
20,0.9,280,0.52,0.5,710,TRUE,TRUE,2500
30,0.9,200,0.46,0.5,750,TRUE,TRUE,2500
90,0.5,240,0.41,0.7,820,TRUE,FALSE,2500
90,0.5,220,0.75,0.7,670,FALSE,TRUE,2500
60,0.8,290,0.57,0.9,390,FALSE,TRUE,2500
70,0.5,220,0.39,0.6,770,FALSE,TRUE,2500
30,0.5,280,0.44,0.9,940,TRUE,FALSE,2500
90,0.6,100,0.35,0.5,860,TRUE,TRUE,2500
20,0.7,100,0.31,0.8,610,FALSE,FALSE,2500
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,2500
70,0.7,140,0.95,0.9,920,TRUE,FALSE,2500
90,0.9,270,0.44,0.5,810,TRUE,FALSE,2500
80,0.9,300,0.53,0.5,170,FALSE,FALSE,2500
60,0.5,280,0.65,0.8,380,TRUE,FALSE,2500
90,0.8,220,0.59,0.8,930,FALSE,FALSE,2500
100,0.5,270,0.62,0.5,390,TRUE,TRUE,2500
90,0.6,270,0.74,0.9,930,TRUE,TRUE,2500
70,0.7,190,0.59,0.7,410,TRUE,TRUE,2500
80,0.5,220,0.34,0.4,550,TRUE,FALSE,2500
80,0.9,250,0.88,0.7,850,FALSE,TRUE,2500
80,0.9,220,0.54,0.9,260,FALSE,FALSE,2500
50,0.5,300,0.87,0.3,660,FALSE,FALSE,2500
90,0.6,210,0.71,0.3,180,TRUE,FALSE,2500
70,0.8,200,0.49,0.5,310,FALSE,TRUE,2500
100,0.6,300,0.58,0.9,630,FALSE,FALSE,2500
70,0.5,150,0.61,0.4,950,TRUE,FALSE,2500
40,0.9,210,0.56,0.4,280,TRUE,FALSE,2500
100,0.8,280,0.56,0.7,170,FALSE,FALSE,2500
80,0.5,280,0.96,0.5,1000,FALSE,TRUE,2500
20,0.8,210,0.33,0.9,110,TRUE,FALSE,2500
40,0.9,220,0.77,0.8,790,FALSE,FALSE,2500
50,0.7,110,0.54,0.7,140,FALSE,FALSE,2500
30,0.8,240,0.96,0.5,530,TRUE,TRUE,2500
20,0.7,130,0.34,0.4,870,TRUE,FALSE,2500
10,0.6,100,0.52,0.6,200,TRUE,TRUE,2500
70,0.7,130,0.44,0.6,750,TRUE,TRUE,2500
60,0.7,230,0.35,0.4,420,FALSE,TRUE,2500
50,0.7,150,0.69,0.6,700,TRUE,TRUE,2500
10,0.7,280,0.49,0.9,450,FALSE,FALSE,2500
90,0.6,120,0.43,0.8,480,TRUE,TRUE,2500
30,0.6,300,0.44,0.3,140,FALSE,TRUE,2500
80,0.5,100,0.79,0.5,710,FALSE,FALSE,2500
40,0.6,100,0.75,0.3,750,TRUE,TRUE,2500
90,0.6,180,0.65,0.5,110,FALSE,TRUE,2500
60,0.9,260,0.5,0.5,440,TRUE,TRUE,2500
30,0.6,250,0.33,0.9,120,FALSE,TRUE,2500
40,0.9,200,0.81,0.6,190,FALSE,FALSE,2500
50,0.8,210,0.44,0.8,810,TRUE,FALSE,2500
80,0.6,250,0.36,0.5,350,FALSE,FALSE,2500
20,0.8,270,0.87,0.4,510,TRUE,TRUE,2500
40,0.8,200,0.84,0.8,230,FALSE,TRUE,2500
10,0.7,290,0.82,0.6,710,FALSE,TRUE,2500
90,0.8,130,0.85,0.8,320,FALSE,FALSE,2500
70,0.7,210,0.49,0.7,800,FALSE,FALSE,2500
20,0.8,140,0.39,0.9,190,FALSE,TRUE,2500
100,0.5,290,0.52,0.9,960,TRUE,FALSE,2500
80,0.9,160,1,0.8,640,FALSE,FALSE,2500
20,0.7,270,0.86,0.8,320,FALSE,TRUE,2500
10,0.5,200,0.32,0.7,190,FALSE,FALSE,2500
70,0.9,100,0.7,0.9,350,FALSE,FALSE,2500
20,0.6,230,0.93,0.5,190,TRUE,FALSE,2500
50,0.7,210,0.84,0.6,420,TRUE,TRUE,2500
50,0.9,150,0.83,0.9,960,TRUE,TRUE,2500
80,0.9,230,0.48,0.6,510,TRUE,FALSE,2700
50,0.6,150,0.93,0.8,410,TRUE,FALSE,2700
60,0.8,210,0.43,0.6,830,FALSE,FALSE,2700
80,0.5,130,0.77,0.6,810,FALSE,TRUE,2700
40,0.9,120,0.42,0.3,700,FALSE,TRUE,2700
80,0.7,220,0.86,0.9,830,TRUE,FALSE,2700
90,0.8,130,0.47,0.7,280,TRUE,TRUE,2700
20,0.6,300,0.71,0.8,570,TRUE,FALSE,2700
60,0.8,220,0.86,0.8,950,FALSE,FALSE,2700
30,0.5,120,0.8,0.4,650,TRUE,FALSE,2700
20,0.5,270,0.32,0.3,920,FALSE,FALSE,2700
80,0.7,220,0.92,0.5,820,TRUE,FALSE,2700
90,0.6,250,0.44,0.3,530,FALSE,FALSE,2700
30,0.9,200,0.45,0.7,930,TRUE,FALSE,2700
60,0.7,230,0.36,0.3,520,TRUE,TRUE,2700
40,0.6,120,0.68,0.6,460,FALSE,TRUE,2700
90,0.9,110,0.9,0.4,700,TRUE,TRUE,2700
10,0.8,140,0.86,0.3,200,TRUE,FALSE,2700
40,0.8,150,0.45,0.3,150,FALSE,TRUE,2700
10,0.6,250,0.57,0.8,780,FALSE,TRUE,2700
60,0.9,220,0.49,0.9,880,FALSE,TRUE,2700
10,0.8,230,0.68,0.5,800,FALSE,FALSE,2700
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,2700
20,0.7,170,0.31,0.3,130,FALSE,FALSE,2700
70,0.7,250,0.64,0.3,710,FALSE,FALSE,2700
50,0.8,260,0.59,0.5,910,FALSE,FALSE,2700
30,0.8,120,1,0.7,230,FALSE,FALSE,2700
20,0.5,270,0.95,0.3,910,TRUE,FALSE,2700
50,0.6,160,1,0.9,950,TRUE,FALSE,2700
80,0.7,270,0.93,0.6,460,FALSE,FALSE,2700
70,0.6,240,0.83,0.8,790,TRUE,TRUE,2700
10,0.7,110,0.46,0.9,430,TRUE,TRUE,2700
10,0.5,190,0.84,0.3,840,TRUE,FALSE,2700
70,0.6,210,0.86,0.6,780,FALSE,TRUE,2700
20,0.7,190,0.38,0.6,300,FALSE,TRUE,2700
20,0.5,190,0.71,0.8,320,TRUE,TRUE,2700
30,0.6,200,0.67,0.4,130,TRUE,TRUE,2700
20,0.9,280,0.52,0.5,710,TRUE,TRUE,2700
30,0.9,200,0.46,0.5,750,TRUE,TRUE,2700
90,0.5,240,0.41,0.7,820,TRUE,FALSE,2700
90,0.5,220,0.75,0.7,670,FALSE,TRUE,2700
60,0.8,290,0.57,0.9,390,FALSE,TRUE,2700
70,0.5,220,0.39,0.6,770,FALSE,TRUE,2700
30,0.5,280,0.44,0.9,940,TRUE,FALSE,2700
90,0.6,100,0.35,0.5,860,TRUE,TRUE,2700
20,0.7,100,0.31,0.8,610,FALSE,FALSE,2700
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,2700
70,0.7,140,0.95,0.9,920,TRUE,FALSE,2700
90,0.9,270,0.44,0.5,810,TRUE,FALSE,2700
80,0.9,300,0.53,0.5,170,FALSE,FALSE,2700
60,0.5,280,0.65,0.8,380,TRUE,FALSE,2700
90,0.8,220,0.59,0.8,930,FALSE,FALSE,2700
100,0.5,270,0.62,0.5,390,TRUE,TRUE,2700
90,0.6,270,0.74,0.9,930,TRUE,TRUE,2700
70,0.7,190,0.59,0.7,410,TRUE,TRUE,2700
80,0.5,220,0.34,0.4,550,TRUE,FALSE,2700
80,0.9,250,0.88,0.7,850,FALSE,TRUE,2700
80,0.9,220,0.54,0.9,260,FALSE,FALSE,2700
50,0.5,300,0.87,0.3,660,FALSE,FALSE,2700
90,0.6,210,0.71,0.3,180,TRUE,FALSE,2700
70,0.8,200,0.49,0.5,310,FALSE,TRUE,2700
100,0.6,300,0.58,0.9,630,FALSE,FALSE,2700
70,0.5,150,0.61,0.4,950,TRUE,FALSE,2700
40,0.9,210,0.56,0.4,280,TRUE,FALSE,2700
100,0.8,280,0.56,0.7,170,FALSE,FALSE,2700
80,0.5,280,0.96,0.5,1000,FALSE,TRUE,2700
20,0.8,210,0.33,0.9,110,TRUE,FALSE,2700
40,0.9,220,0.77,0.8,790,FALSE,FALSE,2700
50,0.7,110,0.54,0.7,140,FALSE,FALSE,2700
30,0.8,240,0.96,0.5,530,TRUE,TRUE,2700
20,0.7,130,0.34,0.4,870,TRUE,FALSE,2700
10,0.6,100,0.52,0.6,200,TRUE,TRUE,2700
70,0.7,130,0.44,0.6,750,TRUE,TRUE,2700
60,0.7,230,0.35,0.4,420,FALSE,TRUE,2700
50,0.7,150,0.69,0.6,700,TRUE,TRUE,2700
10,0.7,280,0.49,0.9,450,FALSE,FALSE,2700
90,0.6,120,0.43,0.8,480,TRUE,TRUE,2700
30,0.6,300,0.44,0.3,140,FALSE,TRUE,2700
80,0.5,100,0.79,0.5,710,FALSE,FALSE,2700
40,0.6,100,0.75,0.3,750,TRUE,TRUE,2700
90,0.6,180,0.65,0.5,110,FALSE,TRUE,2700
60,0.9,260,0.5,0.5,440,TRUE,TRUE,2700
30,0.6,250,0.33,0.9,120,FALSE,TRUE,2700
40,0.9,200,0.81,0.6,190,FALSE,FALSE,2700
50,0.8,210,0.44,0.8,810,TRUE,FALSE,2700
80,0.6,250,0.36,0.5,350,FALSE,FALSE,2700
20,0.8,270,0.87,0.4,510,TRUE,TRUE,2700
40,0.8,200,0.84,0.8,230,FALSE,TRUE,2700
10,0.7,290,0.82,0.6,710,FALSE,TRUE,2700
90,0.8,130,0.85,0.8,320,FALSE,FALSE,2700
70,0.7,210,0.49,0.7,800,FALSE,FALSE,2700
20,0.8,140,0.39,0.9,190,FALSE,TRUE,2700
100,0.5,290,0.52,0.9,960,TRUE,FALSE,2700
80,0.9,160,1,0.8,640,FALSE,FALSE,2700
20,0.7,270,0.86,0.8,320,FALSE,TRUE,2700
10,0.5,200,0.32,0.7,190,FALSE,FALSE,2700
70,0.9,100,0.7,0.9,350,FALSE,FALSE,2700
20,0.6,230,0.93,0.5,190,TRUE,FALSE,2700
50,0.7,210,0.84,0.6,420,TRUE,TRUE,2700
50,0.9,150,0.83,0.9,960,TRUE,TRUE,2700
80,0.9,230,0.48,0.6,510,TRUE,FALSE,2900
50,0.6,150,0.93,0.8,410,TRUE,FALSE,2900
60,0.8,210,0.43,0.6,830,FALSE,FALSE,2900
80,0.5,130,0.77,0.6,810,FALSE,TRUE,2900
40,0.9,120,0.42,0.3,700,FALSE,TRUE,2900
80,0.7,220,0.86,0.9,830,TRUE,FALSE,2900
90,0.8,130,0.47,0.7,280,TRUE,TRUE,2900
20,0.6,300,0.71,0.8,570,TRUE,FALSE,2900
60,0.8,220,0.86,0.8,950,FALSE,FALSE,2900
30,0.5,120,0.8,0.4,650,TRUE,FALSE,2900
20,0.5,270,0.32,0.3,920,FALSE,FALSE,2900
80,0.7,220,0.92,0.5,820,TRUE,FALSE,2900
90,0.6,250,0.44,0.3,530,FALSE,FALSE,2900
30,0.9,200,0.45,0.7,930,TRUE,FALSE,2900
60,0.7,230,0.36,0.3,520,TRUE,TRUE,2900
40,0.6,120,0.68,0.6,460,FALSE,TRUE,2900
90,0.9,110,0.9,0.4,700,TRUE,TRUE,2900
10,0.8,140,0.86,0.3,200,TRUE,FALSE,2900
40,0.8,150,0.45,0.3,150,FALSE,TRUE,2900
10,0.6,250,0.57,0.8,780,FALSE,TRUE,2900
60,0.9,220,0.49,0.9,880,FALSE,TRUE,2900
10,0.8,230,0.68,0.5,800,FALSE,FALSE,2900
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,2900
20,0.7,170,0.31,0.3,130,FALSE,FALSE,2900
70,0.7,250,0.64,0.3,710,FALSE,FALSE,2900
50,0.8,260,0.59,0.5,910,FALSE,FALSE,2900
30,0.8,120,1,0.7,230,FALSE,FALSE,2900
20,0.5,270,0.95,0.3,910,TRUE,FALSE,2900
50,0.6,160,1,0.9,950,TRUE,FALSE,2900
80,0.7,270,0.93,0.6,460,FALSE,FALSE,2900
70,0.6,240,0.83,0.8,790,TRUE,TRUE,2900
10,0.7,110,0.46,0.9,430,TRUE,TRUE,2900
10,0.5,190,0.84,0.3,840,TRUE,FALSE,2900
70,0.6,210,0.86,0.6,780,FALSE,TRUE,2900
20,0.7,190,0.38,0.6,300,FALSE,TRUE,2900
20,0.5,190,0.71,0.8,320,TRUE,TRUE,2900
30,0.6,200,0.67,0.4,130,TRUE,TRUE,2900
20,0.9,280,0.52,0.5,710,TRUE,TRUE,2900
30,0.9,200,0.46,0.5,750,TRUE,TRUE,2900
90,0.5,240,0.41,0.7,820,TRUE,FALSE,2900
90,0.5,220,0.75,0.7,670,FALSE,TRUE,2900
60,0.8,290,0.57,0.9,390,FALSE,TRUE,2900
70,0.5,220,0.39,0.6,770,FALSE,TRUE,2900
30,0.5,280,0.44,0.9,940,TRUE,FALSE,2900
90,0.6,100,0.35,0.5,860,TRUE,TRUE,2900
20,0.7,100,0.31,0.8,610,FALSE,FALSE,2900
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,2900
70,0.7,140,0.95,0.9,920,TRUE,FALSE,2900
90,0.9,270,0.44,0.5,810,TRUE,FALSE,2900
80,0.9,300,0.53,0.5,170,FALSE,FALSE,2900
60,0.5,280,0.65,0.8,380,TRUE,FALSE,2900
90,0.8,220,0.59,0.8,930,FALSE,FALSE,2900
100,0.5,270,0.62,0.5,390,TRUE,TRUE,2900
90,0.6,270,0.74,0.9,930,TRUE,TRUE,2900
70,0.7,190,0.59,0.7,410,TRUE,TRUE,2900
80,0.5,220,0.34,0.4,550,TRUE,FALSE,2900
80,0.9,250,0.88,0.7,850,FALSE,TRUE,2900
80,0.9,220,0.54,0.9,260,FALSE,FALSE,2900
50,0.5,300,0.87,0.3,660,FALSE,FALSE,2900
90,0.6,210,0.71,0.3,180,TRUE,FALSE,2900
70,0.8,200,0.49,0.5,310,FALSE,TRUE,2900
100,0.6,300,0.58,0.9,630,FALSE,FALSE,2900
70,0.5,150,0.61,0.4,950,TRUE,FALSE,2900
40,0.9,210,0.56,0.4,280,TRUE,FALSE,2900
100,0.8,280,0.56,0.7,170,FALSE,FALSE,2900
80,0.5,280,0.96,0.5,1000,FALSE,TRUE,2900
20,0.8,210,0.33,0.9,110,TRUE,FALSE,2900
40,0.9,220,0.77,0.8,790,FALSE,FALSE,2900
50,0.7,110,0.54,0.7,140,FALSE,FALSE,2900
30,0.8,240,0.96,0.5,530,TRUE,TRUE,2900
20,0.7,130,0.34,0.4,870,TRUE,FALSE,2900
10,0.6,100,0.52,0.6,200,TRUE,TRUE,2900
70,0.7,130,0.44,0.6,750,TRUE,TRUE,2900
60,0.7,230,0.35,0.4,420,FALSE,TRUE,2900
50,0.7,150,0.69,0.6,700,TRUE,TRUE,2900
10,0.7,280,0.49,0.9,450,FALSE,FALSE,2900
90,0.6,120,0.43,0.8,480,TRUE,TRUE,2900
30,0.6,300,0.44,0.3,140,FALSE,TRUE,2900
80,0.5,100,0.79,0.5,710,FALSE,FALSE,2900
40,0.6,100,0.75,0.3,750,TRUE,TRUE,2900
90,0.6,180,0.65,0.5,110,FALSE,TRUE,2900
60,0.9,260,0.5,0.5,440,TRUE,TRUE,2900
30,0.6,250,0.33,0.9,120,FALSE,TRUE,2900
40,0.9,200,0.81,0.6,190,FALSE,FALSE,2900
50,0.8,210,0.44,0.8,810,TRUE,FALSE,2900
80,0.6,250,0.36,0.5,350,FALSE,FALSE,2900
20,0.8,270,0.87,0.4,510,TRUE,TRUE,2900
40,0.8,200,0.84,0.8,230,FALSE,TRUE,2900
10,0.7,290,0.82,0.6,710,FALSE,TRUE,2900
90,0.8,130,0.85,0.8,320,FALSE,FALSE,2900
70,0.7,210,0.49,0.7,800,FALSE,FALSE,2900
20,0.8,140,0.39,0.9,190,FALSE,TRUE,2900
100,0.5,290,0.52,0.9,960,TRUE,FALSE,2900
80,0.9,160,1,0.8,640,FALSE,FALSE,2900
20,0.7,270,0.86,0.8,320,FALSE,TRUE,2900
10,0.5,200,0.32,0.7,190,FALSE,FALSE,2900
70,0.9,100,0.7,0.9,350,FALSE,FALSE,2900
20,0.6,230,0.93,0.5,190,TRUE,FALSE,2900
50,0.7,210,0.84,0.6,420,TRUE,TRUE,2900
50,0.9,150,0.83,0.9,960,TRUE,TRUE,2900
80,0.9,230,0.48,0.6,510,TRUE,FALSE,3000
50,0.6,150,0.93,0.8,410,TRUE,FALSE,3000
60,0.8,210,0.43,0.6,830,FALSE,FALSE,3000
80,0.5,130,0.77,0.6,810,FALSE,TRUE,3000
40,0.9,120,0.42,0.3,700,FALSE,TRUE,3000
80,0.7,220,0.86,0.9,830,TRUE,FALSE,3000
90,0.8,130,0.47,0.7,280,TRUE,TRUE,3000
20,0.6,300,0.71,0.8,570,TRUE,FALSE,3000
60,0.8,220,0.86,0.8,950,FALSE,FALSE,3000
30,0.5,120,0.8,0.4,650,TRUE,FALSE,3000
20,0.5,270,0.32,0.3,920,FALSE,FALSE,3000
80,0.7,220,0.92,0.5,820,TRUE,FALSE,3000
90,0.6,250,0.44,0.3,530,FALSE,FALSE,3000
30,0.9,200,0.45,0.7,930,TRUE,FALSE,3000
60,0.7,230,0.36,0.3,520,TRUE,TRUE,3000
40,0.6,120,0.68,0.6,460,FALSE,TRUE,3000
90,0.9,110,0.9,0.4,700,TRUE,TRUE,3000
10,0.8,140,0.86,0.3,200,TRUE,FALSE,3000
40,0.8,150,0.45,0.3,150,FALSE,TRUE,3000
10,0.6,250,0.57,0.8,780,FALSE,TRUE,3000
60,0.9,220,0.49,0.9,880,FALSE,TRUE,3000
10,0.8,230,0.68,0.5,800,FALSE,FALSE,3000
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,3000
20,0.7,170,0.31,0.3,130,FALSE,FALSE,3000
70,0.7,250,0.64,0.3,710,FALSE,FALSE,3000
50,0.8,260,0.59,0.5,910,FALSE,FALSE,3000
30,0.8,120,1,0.7,230,FALSE,FALSE,3000
20,0.5,270,0.95,0.3,910,TRUE,FALSE,3000
50,0.6,160,1,0.9,950,TRUE,FALSE,3000
80,0.7,270,0.93,0.6,460,FALSE,FALSE,3000
70,0.6,240,0.83,0.8,790,TRUE,TRUE,3000
10,0.7,110,0.46,0.9,430,TRUE,TRUE,3000
10,0.5,190,0.84,0.3,840,TRUE,FALSE,3000
70,0.6,210,0.86,0.6,780,FALSE,TRUE,3000
20,0.7,190,0.38,0.6,300,FALSE,TRUE,3000
20,0.5,190,0.71,0.8,320,TRUE,TRUE,3000
30,0.6,200,0.67,0.4,130,TRUE,TRUE,3000
20,0.9,280,0.52,0.5,710,TRUE,TRUE,3000
30,0.9,200,0.46,0.5,750,TRUE,TRUE,3000
90,0.5,240,0.41,0.7,820,TRUE,FALSE,3000
90,0.5,220,0.75,0.7,670,FALSE,TRUE,3000
60,0.8,290,0.57,0.9,390,FALSE,TRUE,3000
70,0.5,220,0.39,0.6,770,FALSE,TRUE,3000
30,0.5,280,0.44,0.9,940,TRUE,FALSE,3000
90,0.6,100,0.35,0.5,860,TRUE,TRUE,3000
20,0.7,100,0.31,0.8,610,FALSE,FALSE,3000
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,3000
70,0.7,140,0.95,0.9,920,TRUE,FALSE,3000
90,0.9,270,0.44,0.5,810,TRUE,FALSE,3000
80,0.9,300,0.53,0.5,170,FALSE,FALSE,3000
60,0.5,280,0.65,0.8,380,TRUE,FALSE,3000
90,0.8,220,0.59,0.8,930,FALSE,FALSE,3000
